item_a,item_b,co_occurrence
Inflammation & Healing,Pneumonia,7
Demography & Family Planning,Reproductive,7
Demography & Family Planning,Population pyramid,7
Infections of Bone & Joint,Throat & Larynx,7
Cornea & Refractive,Infectious keratitis,7
Congenital nasolacrimal duct obstruction,Lacrimal Apparatus,7
Congenital nasolacrimal duct obstruction,Lacrimal apparatus,7
Congenital Talipes Equinovarus,Fractures,7
Knee,Knee Injuries,7
Microbiology,Scabies,7
Endocrine Pharmacology,Pharmacodynamics,7
Antimicrobial Therapy,Antimicrobial therapy,7
Gastroenterology,Virology,7
Endocrine,General Medicine,7
Thorax,Trauma,7
Cardiology,Cardiothoracic,7
Facial Nerve,Facial nerve,7
Disaster Management,Epidemiology,7
Breast & Endocrine Surgery,Trauma,7
Chemotherapy & Anticancer,Endocrine Pharmacology,7
Neoplasia,Thorax,7
SUBJ:Physiology,SUBJ:Pediatrics,6
Bacteriology,Culture Media,6
Epidemiology,Research Methodology,6
SUBJ:Ophthalmology,SUBJ:Radiology,6
Cardiology,Emergency Medicine,6
Dermatology,Leprosy,6
Infectious Diseases,Leprosy,6
Airway Management,Emergency Medicine,6
Carbohydrate Metabolism,Inborn Errors Of Metabolism,6
Plant Poisons,Toxicology,6
Bacteriology,Gastrointestinal,6
Neoplasia,Neuropathology,6
Breast & Endocrine Surgery,Surgical Oncology,6
Environment & Occupational Health,Systemic Pathology,6
SUBJ:Pathology,SUBJ:ENT,6
Disease Transmission,Epidemiology,6
Lower Limb,Vascular,6
Oral Cavity,Oral cavity,6
Binocular Vision,Strabismus,6
Carbohydrate Metabolism,Clinical Biochemistry,6
Bronchodilators,Pulmonology,6
Gynecologic Oncology,Lymphoma,6
Apoptosis,Cell Injury & Death,6
Interstitial Lung Disease,Pulmonology,6
Nephrology,Systemic Pathology,6
Endocrine,Systemic Pathology,6
Acid-Base Balance,Acid-Base Disorders,6
Cardiac Arrhythmias,Cardiology,6
SUBJ:Pediatrics,SUBJ:ENT,6
Child Psychiatry,Psychotic Disorders,6
Pelvic Anatomy,Reproductive,6
Cardiology,Heart Failure,6
Antibodies,Immunology,6
Endocrine Pharmacology,Endocrinology,6
Endocrinology,General Medicine,6
Heavy Metal Poisoning,Toxicology,6
Heavy metal poisoning,Toxicology,6
Emergency Medicine,Neonatology,6
Antimicrobial Drugs,Antimicrobial drugs,6
Microbiology,Pulmonology,6
Hematopathology,Thalassemia,6
Regional Anaesthesia,Spinal Anaesthesia,6
Antidepressants,Psychopharmacology,6
Neurophysiology,Sensory Physiology,6
Fatty Acid Synthesis,Lipid Metabolism,6
DNA Replication,Dna Replication,6
Identification,Thanatology,6
Bacterial Toxins,Bacteriology,6
Poxviruses,Virology,6
Systemic Pathology,Virology,6
Immunization,Vaccines,6
Public Health,Vitamins & Nutrition,6
Immunology,Rheumatology,6
Growth & Development,Hip Disorders,6
Spinal Tuberculosis,Tuberculosis,6
Esophageal Disorders,Gastrointestinal,6
Pelvis And Perineum,Pelvis and Perineum,6
Antenatal Care,Gynecologic Oncology,6
SUBJ:Anaesthesia,SUBJ:Ophthalmology,6
Amino Acid Metabolism,Carbohydrate Metabolism,6
Cytokines,Immunology,6
Chromosomal Abnormalities,Chromosomal abnormalities,6
Histology,Neoplasia,6
Endocrine Pharmacology,Renal,6
Autoimmune Diseases,Rheumatoid Arthritis,6
EEG,Neurophysiology,6
Endocrine,Growth & Development,6
Infectious Diseases,Systemic Pathology,6
Embryology,Genetics & Molecular Biology,6
Nose & PNS,Parasitology,6
Gastroenterology,Peptic Ulcer Disease,6
Antimicrobials,Infectious Diseases,6
Glaucoma,Retina,6
Gastroenterology,Interventional Radiology,6
Genetics & Molecular Biology,Systemic Pathology,6
Coagulation,Vitamins & Nutrition,6
Amino Acid Metabolism,Inborn Errors Of Metabolism,6
Cerebral Cortex,Neuroanatomy,6
CNS Physiology,Obstetric Complications,6
Interventional Radiology,Vascular,6
Biochemistry,Gastrointestinal,6
Lipid-Lowering Drugs,Lipid-lowering drugs,6
Emergency Medicine,General Surgery,6
Histology,Renal,6
Ballistics,Thanatology,6
Immunodeficiency,Immunology,6
Infectious Diseases,Neoplasia,6
Abdomen,Neuroanatomy,6
Influenza,Virology,6
Cardiology,Systemic Pathology,6
CNS Physiology,General Medicine,6
CNS Physiology,Renal,6
Cardiology,Congenital heart disease,6
General Medicine,Neurology,6
Emergency Medicine,General Medicine,6
Immunization,Microbiology,6
Gastroenterology,General Medicine,6
Infertility,Reproductive,6
Diabetic Retinopathy,Retina,6
Diabetes Mellitus,Endocrinology,6
Dermatophytes,Mycology,6
Gastroenterology,Immunology,6
Amenorrhea,Endocrinology,6
Neoplasia,Urology,6
Binocular Vision,Binocular vision,6
Breast & Endocrine Surgery,General Surgery,6
Hematopathology,Vitamins & Nutrition,6
Amino acid metabolism,Inborn Errors Of Metabolism,6
Bacteriology,Dermatology,6
Head Injury,Head injury,6
Metabolic Bone Disease,Metabolic bone disease,6
Pelvis & Perineum,Reproductive,6
Surface Anatomy,Surface anatomy,6
Hematopathology,Pulmonology,6
Bioenergetics,Oxidative Phosphorylation,6
Genetics & Molecular Biology,Protein Synthesis,6
Antifungal Drugs,Antifungal drugs,6
Genetics & Molecular Biology,Virology,6
Diabetic Retinopathy,Diabetic retinopathy,6
Abdomen,Thorax,6
Peripheral Nerve Injuries,Peripheral nerve injuries,6
Uterine Prolapse,Uterine prolapse,6
Sleep Disorders,Sleep disorders,6
Hematopathology,Myeloproliferative neoplasms,6
Growth & Development,Ossification,6
Epidemiology,Growth & Development,6
Epidemiology,Plague,6
Micronutrients,Vitamins & Nutrition,6
Audiology,Hearing tests,6
Otology,Tympanic membrane,6
Nose & PNS,Septoplasty,6
Anterior segment,Ocular Anatomy,6
Anterior segment,Ocular anatomy,6
Optics And Refraction,Optics and Refraction,6
Cornea & Refractive,Herpes Keratitis,6
Cornea & Refractive,Herpes keratitis,6
Herpes Keratitis,Herpes keratitis,6
Interventional Radiology,Musculoskeletal Radiology,6
Knee,Knee injuries,6
Labor & Delivery,Neuroanatomy,6
Obstetric Complications,Systemic Pathology,6
Dermatology,Lichen Planus,6
Antifungal Agents,Antifungal agents,6
Neuroanatomy,Regional Anaesthesia,6
Child Psychiatry,Gender Identity Disorders,6
Substance-Related Disorders,Substance-related disorders,6
Organic Mental Disorders,Organic mental disorders,6
Conversion Disorder,Conversion disorder,6
Electroconvulsive Therapy,Electroconvulsive therapy,6
Hematopathology,Histology,6
Biochemistry,Pulmonology,6
CNS Physiology,Hematopathology,6
Hypersensitivity,Immunopathology,6
Metabolic Disorders,Metabolic disorders,6
Antimigraine Drugs,Antimigraine drugs,6
Endocrine Pharmacology,Systemic Pathology,6
Endocrine Pharmacology,Gout,6
Antihyperlipidemic Drugs,Lipid Metabolism,6
CNS Physiology,Vitamins & Nutrition,6
Grievous Hurt,Grievous hurt,6
Thanatology,Torture,6
Microbiology,Squint & Pediatric Ophthalmology,6
CNS Physiology,Systemic Pathology,6
General Medicine,General Surgery,6
Endocrine Pharmacology,Squint & Pediatric Ophthalmology,6
Child Psychiatry,Organic Mental Disorders,6
Inflammation & Healing,Neurology,6
Environment & Occupational Health,Head and Neck,6
Cornea & Refractive,Microbiology,6
Airway Devices,Airway Management,5
Endocrinology,Genetics & Molecular Biology,5
Firearm Injuries,Thanatology,5
Interventional Radiology,Urology,5
Parasitology,Protozoology,5
Neurology,Trauma,5
Genetics & Molecular Biology,Inheritance Patterns,5
Deficiency Diseases,Vitamins & Nutrition,5
Post-mortem Changes,Thanatology,5
Dermatology,Vitamins & Nutrition,5
Bacteriology,Food Poisoning,5
Rheumatology,Spondyloarthropathies,5
Acid-Base Balance,Pulmonology,5
Breast & Endocrine Surgery,Gynecologic Oncology,5
Gynecologic Oncology,Uterine Anomalies,5
Emergency Medicine,Regional Anaesthesia,5
CT & MRI,Ct & Mri,5
Bleeding disorders,Hematopathology,5
Neoplasia,Rhinology,5
Fractures,Inflammation & Healing,5
Hernia & Abdominal Wall,Inguinal Canal,5
Immunology,Pulmonology,5
Biochemistry,Lysosomal Storage Disorders,5
Neuropathology,Systemic Pathology,5
Antitubercular Drugs,Endocrine Pharmacology,5
Esophageal Disorders,Gastroenterology,5
Anticoagulants,Endocrine Pharmacology,5
Epidemiology,Study designs,5
Pulmonary Embolism,Pulmonology,5
Preventive Medicine,Vitamins & Nutrition,5
Rigor mortis,Thanatology,5
Sensory Physiology,Sensory physiology,5
CNS pharmacology,Cns Pharmacology,5
Lower Limb,Muscles,5
Cardiac Cycle,Cardiology,5
Antihypertensive Drugs,Antihypertensive drugs,5
CNS Pharmacology,Cns Pharmacology,5
Endocrine Pharmacology,Hematopathology,5
Biochemistry,Cell Injury & Death,5
Cardiology,Endocrine,5
Bacteriology,Vibrio,5
Bacteriology,Identification,5
Herpesviruses,Virology,5
Abdominal Aortic Aneurysm,Vascular,5
Infectious Diseases,Obstetric Complications,5
Otology,Otosclerosis,5
Environment & Occupational Health,Pulmonology,5
Lower Limb,Peripheral Nerves,5
Adverse Drug Reactions,Psychopharmacology,5
Autonomic,Endocrine Pharmacology,5
SUBJ:Forensic Medicine,SUBJ:Pediatrics,5
Biomedical Waste Management,Environmental Health,5
Biostatistics,Sampling Methods,5
Lipid Metabolism,Vitamins & Nutrition,5
Epidemiology,Mortality Indicators,5
Retina,Trauma,5
Environment & Occupational Health,Infectious Diseases,5
Neurology,Neuromuscular Disorders,5
Menstrual cycle,Reproductive,5
Growth & Development,Placenta,5
Embryology,Head & Neck,5
Carbohydrate Metabolism,Electron Transport Chain,5
Carbohydrate Metabolism,Glycogen Storage Diseases,5
Hematopathology,Plasma Cell Disorders,5
Infectious Diseases,Squint & Pediatric Ophthalmology,5
Environmental Health,Toxicology,5
Environmental Health,Infectious Diseases,5
Cardiology,ECG Interpretation,5
Endocrinology,Gastroenterology,5
Abnormal Uterine Bleeding,Abnormal uterine bleeding,5
General Medicine,Vascular,5
Antioxidants,Vitamins & Nutrition,5
Diuretics,Renal,5
Infectious Diseases,Otitis Media,5
COPD,Copd,5
COPD,Pulmonology,5
Dermatology,Vascular,5
Endocrine Pharmacology,Intravenous Anaesthetics,5
Interventional Radiology,Ultrasound,5
Psychopathology,Schizophrenia & Psychosis,5
Neurophysiology,Reflexes,5
Genetic disorders,Genetics & Molecular Biology,5
Hepatitis B,Virology,5
Bacteriology,Labor & Delivery,5
Rheumatoid Arthritis,Rheumatology,5
Antenatal Care,Growth & Development,5
Embryology,Urogenital System,5
Renal,Shock,5
Pulmonology,Renal,5
Child Psychiatry,Neonatology,5
Postmortem Changes,Postmortem changes,5
Postmortem changes,Thanatology,5
Gastroenterology,Inflammatory Bowel Disease,5
Joints & Arthritis,Thorax,5
Fractures,Infectious Diseases,5
Reproductive,Uterine Anomalies,5
Genetics & Molecular Biology,Growth & Development,5
Interventional Radiology,X-ray,5
Epidemiology,Parasitology,5
Endocrinology,Neurology,5
Gynecologic Oncology,Pelvic Inflammatory Disease,5
Gastrointestinal,Neuroanatomy,5
Emergency Medicine,Endocrine Pharmacology,5
Carbohydrate Metabolism,Renal,5
Epidemiology,HIV/AIDS,5
SUBJ:Anatomy,SUBJ:Forensic Medicine,5
Environmental Health,Waste Management,5
Immunization,Neonatology,5
Antenatal Care,Neuroanatomy,5
Dermatology,Skin Lesions,5
Abdominal Anatomy,Neuroanatomy,5
Critical Care,Pulmonology,5
SUBJ:Community Medicine,SUBJ:Physiology,5
SUBJ:Anatomy,SUBJ:Biochemistry,5
Endocrine Pharmacology,Gastroenterology,5
Enzymology,Lipid Metabolism,5
Neurology,Vitamins & Nutrition,5
Carbohydrate Metabolism,Lipid Metabolism,5
Inflammatory Bowel Disease,Inflammatory bowel disease,5
Hematopathology,Hemolytic anemia,5
Hemolytic Anemias,Hemolytic anemias,5
Chest Radiology,Interventional Radiology,5
Ocular motility,Strabismus,5
Dermatology,Nail Disorders,5
Hematopathology,Neurology,5
Trauma,Uveitis,5
General Medicine,Renal,5
SUBJ:Biochemistry,SUBJ:Dermatology,5
SUBJ:Biochemistry,SUBJ:Forensic Medicine,5
SUBJ:Forensic Medicine,SUBJ:Dermatology,5
Labor & Delivery,Postpartum Hemorrhage,5
Labor & Delivery,Postpartum hemorrhage,5
Fatty Acid Oxidation,Lipid Metabolism,5
Cardiology,Toxicology,5
Pulmonology,Systemic Pathology,5
Dissociative Disorders,Dissociative disorders,5
Congenital anomalies,Neonatology,5
Mycology,Systemic mycoses,5
Diuretics,Endocrine Pharmacology,5
Asphyxial Deaths,Asphyxial deaths,5
Neuro-ophthalmology,Visual fields,5
Epidemiology,Maternal Health,5
Demographic Cycle,Demography & Family Planning,5
Bacteriology,Virology,5
Gastric Carcinoma,Gastric carcinoma,5
Cranial nerves,Head and Neck,5
Genetics & Molecular Biology,Lipid Metabolism,5
SUBJ:Dermatology,SUBJ:Biochemistry,5
Inflammation & Healing,Microbiology,5
Clinical Pharmacology,Clinical Trials,5
Communicable Diseases,Public Health Programs,5
Sexual Disorders,Sexual disorders,5
Somatic Symptom Disorders,Somatic symptom disorders,5
Intravenous Anesthetics,Intravenous anesthetics,5
Asthma,Pulmonology,5
General Medicine,Nephrology,5
General Surgery,Hernia & Abdominal Wall,5
Hearing Loss,Hearing loss,5
SUBJ:Dermatology,SUBJ:Surgery,5
Bacteriology,Tuberculosis,5
Fractures,Metabolic Bone Disease,5
Urinary Bladder,Urinary bladder,5
Cardiac electrophysiology,Cardiology,5
TCA Cycle,Tca Cycle,5
Carbohydrate Metabolism,Uronic Acid Pathway,5
Protein Chemistry,Protein chemistry,5
Glomerular Diseases,Nephrotic syndrome,5
Glomerular diseases,Nephrotic syndrome,5
SUBJ:Pathology,SUBJ:Pharmacology,5
NSAIDs,Nsaids,5
Bacteriology,Staining techniques,5
Immunization,Virology,5
Cornea & Refractive,Refractive Errors,5
Retina,Uveitis,5
Chromosomal Disorders,Chromosomal disorders,5
Musculoskeletal Radiology,Musculoskeletal radiology,5
Endocrinology,Menopause,5
Bacteriology,Normal flora,5
SUBJ:Orthopedics,SUBJ:Biochemistry,5
Neuroanatomy,Ventricular system,5
Bioenergetics,Carbohydrate Metabolism,5
Genetic Code,Genetics & Molecular Biology,5
Myeloproliferative Neoplasms,Myeloproliferative neoplasms,5
Opioid Analgesics,Opioid analgesics,5
Blast Injuries,Blast injuries,5
Blast Injuries,Trauma,5
Immunology,Vaccines,5
Cestodes,Helminthology,5
Health Care Delivery,Social Security,5
Consumer Protection,Medical Jurisprudence,5
Nystagmus,Vestibular Disorders,5
Nystagmus,Vestibular disorders,5
Infectious Diseases,Retina,5
Bronchiectasis,Pulmonology,5
Spinal Tuberculosis,Spine,5
Spine,Tuberculosis,5
Congenital Talipes Equinovarus,Congenital talipes equinovarus,5
Fractures,Musculoskeletal Radiology,5
Arthroscopy,Knee,5
Endometriosis,Gynecologic Oncology,5
Breech Presentation,Obstetric Complications,5
Dermatology,Erythema Multiforme,5
Endocrine Pharmacology,General Anaesthetics,5
General Anaesthetics,Regional Anaesthesia,5
Chest Radiography,Chest radiography,5
Radiation Physics,Radiation physics,5
Child Psychiatry,Substance-Related Disorders,5
Child Psychiatry,Epidemiology,5
Biochemistry,Child Psychiatry,5
Child Psychiatry,Conversion Disorder,5
Embryology,Urogenital system,5
CNS Physiology,Carbohydrate Metabolism,5
Biochemistry,Urea Cycle,5
Biochemistry,Neoplasia,5
Cardiac Electrophysiology,Cardiac electrophysiology,5
Microbiology,Tuberculosis,5
Antihyperlipidemic Drugs,Antihyperlipidemic drugs,5
Antiplatelet Agents,Antiplatelet agents,5
Antineoplastic Agents,Antineoplastic agents,5
Antineoplastic Agents,Endocrine Pharmacology,5
Antineoplastic agents,Endocrine Pharmacology,5
Sexual Offences,Thanatology,5
Cholera,Microbiology,5
Bacteriology,Epidemiology,5
Immunodeficiency,Systemic Pathology,5
Epidemiology,Malaria,5
Dermatology,Epidemiology,5
Gastrointestinal,Inflammation & Healing,5
Squint & Pediatric Ophthalmology,Uveitis,5
Lower Limb,Trauma,5
Endocrine,Menstrual Disorders,5
Inflammation & Healing,X-ray,5
Neural Tube Defects,Neural tube defects,5
Neuromuscular Blocking Agents,Neuromuscular blocking agents,5
Breast & Endocrine Surgery,Interventional Radiology,5
Child Psychiatry,Organic mental disorders,5
Child Psychiatry,Eating Disorders,5
Infectious Diseases,Renal,5
Dermatology,Inflammation & Healing,5
Drug Metabolism,Endocrine Pharmacology,5
Asthma,Endocrine Pharmacology,5
Antiviral Agents,Antiviral agents,5
Antiviral Agents,Endocrine Pharmacology,5
Arsenic Poisoning,Arsenic poisoning,5
Bacteriology,General Medicine,5
CNS Physiology,Epidemiology,5
Antenatal Care,Thorax,5
Nutrition & Health,Vitamins & Nutrition,5
Obstetric Complications,Preeclampsia,5
Head & Neck,Histology,5
Gynecologic Oncology,Reproductive,4
Connective Tissue,Histology,4
Fluid And Electrolyte Balance,Fluid and Electrolyte Balance,4
CNS Physiology,Cell Signaling,4
Dna Repair,Genetics & Molecular Biology,4
Hematopathology,Iron Deficiency Anemia,4
Hematological Malignancies,Hematopathology,4
SUBJ:Microbiology,SUBJ:Forensic Medicine,4
Cranial Nerves,Head and Neck Anatomy,4
Neuro-ophthalmology,Visual Field Defects,4
Glaucoma,Ocular Pharmacology,4
Antenatal Care,Reproductive,4
Contraception,Gynecologic Oncology,4
Emergency Medicine,Fractures,4
Otology,Vestibular Disorders,4
Otology,Vestibular disorders,4
Metabolic Bone Disease,Rickets,4
SUBJ:Forensic Medicine,SUBJ:Microbiology,4
Obstetric Complications,Postpartum Hemorrhage,4
Mycology,Pulmonology,4
Connective Tissue Disorders,Connective tissue disorders,4
Public Health Programs,Vitamins & Nutrition,4
General Surgery,Vascular,4
Fractures,Lower Limb,4
Plant poisons,Toxicology,4
Age Estimation,Age estimation,4
SUBJ:Forensic Medicine,SUBJ:Radiology,4
Immunization,Vaccine Storage,4
SUBJ:ENT,SUBJ:Anaesthesia,4
Muscles,Upper Limb,4
Gastrointestinal,Neurotransmitters,4
Carbohydrate Metabolism,Energy Metabolism,4
Antiepileptic Drugs,Endocrine Pharmacology,4
Antiepileptic drugs,Endocrine Pharmacology,4
Adverse Drug Reactions,General Pharmacology,4
General Medicine,Lymphoma,4
Gynecologic Oncology,Renal,4
Bacterial Cell Wall,Microbiology,4
Environmental Health,Epidemiology,4
Gastroenterology,Viral Hepatitis,4
Infectious Diseases,Viral Hepatitis,4
Gynecologic Oncology,Pulmonology,4
Gastroenterology,Hematopathology,4
Endocrinology,Parathyroid disorders,4
Geriatrics,Neurology,4
Abdominal Anatomy,Vascular,4
Colorectal Surgery,Rectal Prolapse,4
Bariatric Surgery,Obesity,4
Cardiology,Hypertension,4
Bacterial Meningitis,Bacteriology,4
Head And Neck Oncology,Head and Neck Oncology,4
Cardiology,Pulmonary Embolism,4
Neoplasia,Sarcomas,4
Endocrine Pharmacology,Interventional Radiology,4
Amino Acid Metabolism,Inborn errors of metabolism,4
Cardiology,Fetal Circulation,4
Protein Metabolism,Vitamins & Nutrition,4
Cardiology,Lipid Metabolism,4
Lipid Metabolism,Lipoproteins,4
SUBJ:Physiology,SUBJ:Microbiology,4
Histopathology,Neoplasia,4
Immunology,Innate Immunity,4
Antianginal Drugs,Antianginal drugs,4
SUBJ:Pharmacology,SUBJ:Orthopedics,4
Adverse Drug Reactions,Antipsychotics,4
Antipsychotics,Psychopharmacology,4
Adverse drug reactions,Anticancer Drugs,4
Adverse drug reactions,Anticancer drugs,4
Autonomic,CNS Physiology,4
Infectious Diseases,Systemic Mycoses,4
Mycology,Systemic Mycoses,4
Bacteriology,Diphtheria,4
Health Indicators,Public Health,4
Epidemiology,Vector-Borne Diseases,4
Neuroanatomy,Otology,4
Neoplasia,Ocular oncology,4
Neurology,Squint & Pediatric Ophthalmology,4
Endocrine,Thyroid Neoplasms,4
Cardiology,ECG,4
Genetics & Molecular Biology,Neurocutaneous Syndromes,4
Congenital Heart Disease,Neonatology,4
PCOD,Pcod,4
Histopathology,Infectious Diseases,4
Epidemiology,Schizophrenia & Psychosis,4
Embryology,Placenta,4
Embryology,Pharyngeal Arches,4
Carbohydrate Metabolism,Krebs Cycle,4
Dna Replication,Genetics & Molecular Biology,4
Clinical Biochemistry,Enzymes,4
Immunization,Public Health,4
Immunization,Vaccination Schedule,4
Fluid And Electrolyte Management,Fluid and Electrolyte Management,4
Antenatal Care,Vitamins & Nutrition,4
Uterine Fibroids,Uterine fibroids,4
Gynecologic Oncology,Microbiology,4
History Of Anaesthesia,History of Anaesthesia,4
Esophageal Disorders,General Medicine,4
Mood Disorders,Neurotransmitters,4
Ear,Head and Neck,4
Inborn Errors Of Metabolism,Metabolic Disorders,4
Inborn Errors of Metabolism,Metabolic Disorders,4
Immunoglobulins,Immunology,4
Otitis Media,Otology,4
Audiology,Hearing Tests,4
Interventional Radiology,Pulmonology,4
Breast & Endocrine Surgery,Epidemiology,4
Cardiology,Rheumatic Fever,4
Metabolic Disorders,Neurology,4
Metastasis,Neoplasia,4
CNS Physiology,Dermatology,4
Intravenous Anaesthetics,Regional Anaesthesia,4
General Medicine,Pulmonary Embolism,4
SUBJ:Physiology,SUBJ:Psychiatry,4
Joints & Arthritis,Neuroanatomy,4
Ear Anatomy,Head and Neck Anatomy,4
Drug Metabolism,Pharmacokinetics,4
Endocrine,Endocrine Pharmacology,4
Antineoplastic Drugs,Antineoplastic drugs,4
Asphyxia,Asphyxial Deaths,4
Autopsy,Postmortem Examination,4
Demography & Family Planning,Health Indicators,4
Blindness,Epidemiology,4
Endocrine Pharmacology,Nephrology,4
Chest Radiology,Pulmonology,4
Enzymology,Genetics & Molecular Biology,4
Colorectal Cancer,Colorectal cancer,4
Breast & Endocrine Surgery,Thyroid Disorders,4
Breast & Endocrine Surgery,Thyroid Neoplasms,4
Epidemiology,Gastroenterology,4
Labor & Delivery,Obstetric Procedures,4
Neoplasia,Ovarian Neoplasms,4
Infectious Diseases,STIs,4
Neurology,Spinal Cord Syndromes,4
Electrolyte Imbalance,Renal,4
Immunopathology,Transplantation,4
Electrolyte Disorders,Nephrology,4
ECG Interpretation,Ecg Interpretation,4
Movement Disorders,Neurology,4
Cardiac Arrest Management,Endocrine Pharmacology,4
Peripheral Artery Disease,Vascular,4
Cell Signaling,Cell signaling,4
Gastrointestinal,Toxicology,4
Nephrology,Toxicology,4
Optics,Refractive Errors,4
Hand Anatomy,Upper Limb,4
Growth & Development,Neuroanatomy,4
Interventional Radiology,Neuroradiology,4
Lactation,Vitamins & Nutrition,4
Airway Management,Intubation Equipment,4
Child Psychiatry,Intellectual Disability,4
Coagulation Disorders,Systemic Pathology,4
Child Psychiatry,Cognitive Disorders,4
SUBJ:Medicine,SUBJ:Forensic Medicine,4
General Medicine,Rheumatology,4
Embryology,Renal,4
Neurology,Spinal Cord Lesions,4
Diagnostic Tests,Infectious Diseases,4
Hematopathology,Parasitology,4
Fever,Thermoregulation,4
