topic,primary_subject,question_count,years_seen,year_list,recurrence,recent_count,years_since_last,due_for_return,importance_score,priority_band
Amino Acid Chemistry,Biochemistry,3,3,"2012,2016,2017",0.188,0,8,False,13.8,Low
Ankle injuries,Orthopedics,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Aortic Dissection,Surgery,3,3,"2013,2014,2017",0.188,0,8,False,13.8,Low
Aortic dissection,Surgery,3,3,"2013,2014,2017",0.188,0,8,False,13.8,Low
Bacterial meningitis,Microbiology,3,3,"2011,2012,2023",0.188,0,2,False,13.8,Low
Bioterrorism Agents,Microbiology,3,3,"2011,2013,2020",0.188,0,5,False,13.8,Low
Bone disorders,Radiology,3,3,"2012,2013,2019",0.188,0,6,False,13.8,Low
Breathing Circuits,Anaesthesia,3,3,"2013,2016,2017",0.188,0,8,False,13.8,Low
Calcium homeostasis,Physiology,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Coronary Circulation,Anatomy,3,3,"2012,2015,2019",0.188,0,6,False,13.8,Low
Cryptorchidism,Pediatrics,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Cystic Fibrosis,Pediatrics,3,3,"2012,2013,2019",0.188,0,6,False,13.8,Low
Electrolyte imbalance,Pharmacology,3,3,"2011,2015,2020",0.188,0,5,False,13.8,Low
Hemorrhage,Orthopedics,3,3,"2013,2015,2016",0.188,0,9,False,13.8,Low
Iv Fluids,Pharmacology,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Limbic System,Anatomy,3,3,"2011,2013,2020",0.188,0,5,False,13.8,Low
Liver Diseases,Medicine,3,3,"2011,2016,2018",0.188,0,7,False,13.8,Low
Liver Function Tests,Biochemistry,3,3,"2010,2014,2020",0.188,0,5,False,13.8,Low
Medicolegal Autopsy,Forensic Medicine,3,3,"2012,2014,2019",0.188,0,6,False,13.8,Low
Mental Health,Community Medicine,3,3,"2013,2014,2019",0.188,0,6,False,13.8,Low
Mortality,Community Medicine,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Neonatal Jaundice,Pediatrics,3,3,"2013,2014,2018",0.188,0,7,False,13.8,Low
Nitrogen Metabolism,Biochemistry,3,3,"2011,2014,2019",0.188,0,6,False,13.8,Low
Ophthalmic Investigations,Ophthalmology,3,3,"2012,2014,2020",0.188,0,5,False,13.8,Low
Ovarian Cysts,OBG,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Parkinson'S Disease,Medicine,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Parkinson's disease,Medicine,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Pediatric Anesthesia,Anaesthesia,3,3,"2012,2013,2021",0.188,0,4,False,13.8,Low
Pericardial diseases,Medicine,3,3,"2012,2014,2019",0.188,0,6,False,13.8,Low
Proptosis,Ophthalmology,3,3,"2012,2014,2020",0.188,0,5,False,13.8,Low
Rickettsial Diseases,Microbiology,3,3,"2012,2014,2018",0.188,0,7,False,13.8,Low
Salivary Gland Disorders,ENT,3,3,"2014,2015,2016",0.188,0,9,False,13.8,Low
Systemic Lupus Erythematosus,Medicine,3,3,"2012,2014,2019",0.188,0,6,False,13.8,Low
Vitamin K Metabolism,Biochemistry,3,3,"2011,2016,2017",0.188,0,8,False,13.8,Low
Adenomyosis,OBG,3,3,"2012,2014,2016",0.188,0,9,False,13.7,Low
Aortic Aneurysm,Surgery,3,3,"2010,2013,2019",0.188,0,6,False,13.7,Low
Behavioral Science,Community Medicine,3,3,"2010,2011,2020",0.188,0,5,False,13.7,Low
Caesarean Section,OBG,3,3,"2013,2014,2015",0.188,0,10,False,13.7,Low
Cellular Immunity,Microbiology,3,3,"2011,2014,2016",0.188,0,9,False,13.7,Low
DNA Structure,Biochemistry,3,3,"2012,2015,2016",0.188,0,9,False,13.7,Low
Eye,Anatomy,3,3,"2013,2014,2015",0.188,0,10,False,13.7,Low
Fetal Surveillance,OBG,3,3,"2012,2015,2016",0.188,0,9,False,13.7,Low
Gene Expression,Biochemistry,3,3,"2011,2012,2020",0.188,0,5,False,13.7,Low
Hand injuries,Orthopedics,3,3,"2012,2014,2015",0.188,0,10,False,13.7,Low
Knee Disorders,Orthopedics,3,3,"2013,2014,2015",0.188,0,10,False,13.7,Low
Laryngeal anatomy,ENT,3,3,"2010,2015,2016",0.188,0,9,False,13.7,Low
Legal medicine,Forensic Medicine,3,3,"2012,2013,2018",0.188,0,7,False,13.7,Low
Lung Cancer,Medicine,3,3,"2010,2015,2018",0.188,0,7,False,13.7,Low
Microscopy,Microbiology,3,3,"2013,2014,2016",0.188,0,9,False,13.7,Low
Nasal cavity,ENT,3,3,"2013,2014,2015",0.188,0,10,False,13.7,Low
Nerves,Anatomy,3,3,"2010,2013,2018",0.188,0,7,False,13.7,Low
Oral contraceptives,Pharmacology,3,3,"2013,2014,2016",0.188,0,9,False,13.7,Low
Oxidative Stress,Biochemistry,3,3,"2011,2014,2016",0.188,0,9,False,13.7,Low
Parkinsonism,Medicine,3,3,"2010,2015,2018",0.188,0,7,False,13.7,Low
Pemphigus,Dermatology,3,3,"2012,2014,2015",0.188,0,10,False,13.7,Low
Pharyngology,ENT,3,3,"2011,2013,2019",0.188,0,6,False,13.7,Low
Placenta Praevia,OBG,3,3,"2011,2012,2019",0.188,0,6,False,13.7,Low
Porphyria,Biochemistry,3,3,"2013,2014,2015",0.188,0,10,False,13.7,Low
Steroidogenesis,Biochemistry,3,3,"2013,2014,2016",0.188,0,9,False,13.7,Low
Trigeminal Nerve,Anatomy,3,3,"2012,2014,2016",0.188,0,9,False,13.7,Low
Child health,Community Medicine,3,3,"2012,2013,2014",0.188,0,11,False,13.6,Low
Cranial nerve disorders,ENT,3,3,"2012,2013,2014",0.188,0,11,False,13.6,Low
Health System,Community Medicine,3,3,"2010,2014,2016",0.188,0,9,False,13.6,Low
Hospital Waste Management,Community Medicine,3,3,"2011,2012,2016",0.188,0,9,False,13.6,Low
Japanese Encephalitis,Community Medicine,3,3,"2011,2014,2015",0.188,0,10,False,13.6,Low
Laparoscopy,Surgery,3,3,"2010,2014,2015",0.188,0,10,False,13.6,Low
Pericardium,Anatomy,3,3,"2012,2013,2014",0.188,0,11,False,13.6,Low
Pharmacovigilance,Pharmacology,3,3,"2012,2013,2014",0.188,0,11,False,13.6,Low
Physical Examination,Medicine,3,3,"2010,2012,2016",0.188,0,9,False,13.6,Low
Pulmonary Hypertension,Medicine,3,3,"2010,2014,2015",0.188,0,10,False,13.6,Low
Smooth Muscle,Physiology,3,3,"2011,2012,2015",0.188,0,10,False,13.6,Low
Sulfonamides,Pharmacology,3,3,"2012,2013,2015",0.188,0,10,False,13.6,Low
Cranial Nerve Palsies,Ophthalmology,3,3,"2010,2012,2013",0.188,0,12,False,13.5,Low
Endocarditis,Pathology,3,3,"2010,2012,2013",0.188,0,12,False,13.5,Low
Ocular motility disorders,Ophthalmology,3,3,"2011,2012,2014",0.188,0,11,False,13.5,Low
Stroke,Medicine,3,3,"2011,2012,2014",0.188,0,11,False,13.5,Low
Autopsy techniques,Forensic Medicine,4,1,2018,0.062,0,7,False,13.2,Low
Hydrocele,Surgery,4,1,2016,0.062,0,9,False,12.9,Low
Pneumoconiosis,Medicine,4,1,2016,0.062,0,9,False,12.9,Low
Femoral Nerve,Anatomy,4,1,2015,0.062,0,10,False,12.8,Low
Femoral nerve,Anatomy,4,1,2015,0.062,0,10,False,12.8,Low
Phototherapy,Dermatology,4,1,2015,0.062,0,10,False,12.8,Low
Excretory System,Physiology,3,2,"2022,2023",0.125,0,2,False,12.8,Low
Cervical Vertebrae,Anatomy,4,1,2014,0.062,0,11,False,12.6,Low
Epidermolysis Bullosa,Dermatology,4,1,2014,0.062,0,11,False,12.6,Low
Klebsiella,Microbiology,4,1,2014,0.062,0,11,False,12.6,Low
Miliaria,Dermatology,4,1,2014,0.062,0,11,False,12.6,Low
Pediatric Dosing,Pharmacology,4,1,2014,0.062,0,11,False,12.6,Low
Pediatric dosing,Pharmacology,4,1,2014,0.062,0,11,False,12.6,Low
Pentose Phosphate Pathway,Biochemistry,4,1,2014,0.062,0,11,False,12.6,Low
Acute phase response,Pathology,4,1,2013,0.062,0,12,False,12.5,Low
Autism Spectrum Disorder,Psychiatry,4,1,2013,0.062,0,12,False,12.5,Low
CSF rhinorrhea,ENT,4,1,2013,0.062,0,12,False,12.5,Low
Cancer Chemotherapy,Pharmacology,4,1,2013,0.062,0,12,False,12.5,Low
Cancer chemotherapy,Pharmacology,4,1,2013,0.062,0,12,False,12.5,Low
Cerebral Arteries,Anatomy,4,1,2013,0.062,0,12,False,12.5,Low
Coxa Vara,Orthopedics,4,1,2013,0.062,0,12,False,12.5,Low
Cycloplegia,Ophthalmology,4,1,2013,0.062,0,12,False,12.5,Low
Impulse Control Disorders,Psychiatry,4,1,2013,0.062,0,12,False,12.5,Low
Infectious Eye Diseases,Ophthalmology,4,1,2013,0.062,0,12,False,12.5,Low
International health,Community Medicine,4,1,2013,0.062,0,12,False,12.5,Low
Legg-Calvé-Perthes Disease,Orthopedics,4,1,2013,0.062,0,12,False,12.5,Low
Legg-Calvé-Perthes disease,Orthopedics,4,1,2013,0.062,0,12,False,12.5,Low
Meniere Disease,ENT,4,1,2013,0.062,0,12,False,12.5,Low
Microbial Pathogenesis,Microbiology,4,1,2013,0.062,0,12,False,12.5,Low
Microbial pathogenesis,Microbiology,4,1,2013,0.062,0,12,False,12.5,Low
Phonosurgery,ENT,4,1,2013,0.062,0,12,False,12.5,Low
Congenital Heart Disease Imaging,Radiology,3,2,"2020,2021",0.125,0,4,False,12.5,Low
Enzyme inhibition,Biochemistry,3,2,"2019,2023",0.125,0,2,False,12.5,Low
Radiobiology,Radiology,3,2,"2018,2021",0.125,0,4,False,12.5,Low
Abdominal Vessels,Anatomy,4,1,2012,0.062,0,13,False,12.4,Low
Abdominal vessels,Anatomy,4,1,2012,0.062,0,13,False,12.4,Low
Allergic Eye Disease,Ophthalmology,4,1,2012,0.062,0,13,False,12.4,Low
Hepatobiliary surgery,Surgery,4,1,2012,0.062,0,13,False,12.4,Low
Inhalational anesthetics,Anaesthesia,4,1,2012,0.062,0,13,False,12.4,Low
Nephritic syndrome,Pathology,4,1,2012,0.062,0,13,False,12.4,Low
Sweat Gland Disorders,Dermatology,4,1,2012,0.062,0,13,False,12.4,Low
Sweat gland disorders,Dermatology,4,1,2012,0.062,0,13,False,12.4,Low
Trace Elements,Biochemistry,4,1,2012,0.062,0,13,False,12.4,Low
External Cephalic Version,OBG,3,2,"2019,2020",0.125,0,5,False,12.4,Low
Hyperkalemia,Medicine,3,2,"2014,2022",0.125,0,3,False,12.4,Low
Neck masses,ENT,3,2,"2015,2022",0.125,0,3,False,12.4,Low
Perineal tears,OBG,3,2,"2018,2020",0.125,0,5,False,12.4,Low
Population Dynamics,Community Medicine,3,2,"2016,2021",0.125,0,4,False,12.4,Low
Viral Exanthems,Pathology,3,2,"2018,2023",0.125,0,2,False,12.4,Low
Adrenergic Agonists,Pharmacology,3,2,"2016,2019",0.125,0,6,False,12.3,Low
Antigout drugs,Pharmacology,3,2,"2018,2019",0.125,0,6,False,12.3,Low
Antiparasitic Drugs,Pharmacology,3,2,"2016,2019",0.125,0,6,False,12.3,Low
Aortic Imaging,Radiology,3,2,"2018,2019",0.125,0,6,False,12.3,Low
Contrast Agents,Radiology,3,2,"2017,2019",0.125,0,6,False,12.3,Low
Contrast agents,Radiology,3,2,"2017,2019",0.125,0,6,False,12.3,Low
Fluid Balance,Surgery,3,2,"2012,2021",0.125,0,4,False,12.3,Low
Galactose Metabolism,Biochemistry,3,2,"2018,2019",0.125,0,6,False,12.3,Low
Gestational diabetes,OBG,3,2,"2016,2019",0.125,0,6,False,12.3,Low
History Taking,Medicine,3,2,"2013,2021",0.125,0,4,False,12.3,Low
Image Interpretation,Radiology,3,2,"2016,2022",0.125,0,3,False,12.3,Low
Mechanical Ventilation,Anaesthesia,3,2,"2016,2019",0.125,0,6,False,12.3,Low
Paracetamol Poisoning,Medicine,3,2,"2016,2022",0.125,0,3,False,12.3,Low
Pediatric Anaesthesia,Anaesthesia,3,2,"2016,2019",0.125,0,6,False,12.3,Low
Radiation therapy,Radiology,3,2,"2016,2023",0.125,0,2,False,12.3,Low
Sodium Disorders,Surgery,3,2,"2014,2021",0.125,0,4,False,12.3,Low
Sports injuries,Orthopedics,3,2,"2018,2020",0.125,0,5,False,12.3,Low
Surgical instruments,Surgery,3,2,"2018,2019",0.125,0,6,False,12.3,Low
Surgical procedures,OBG,3,2,"2014,2020",0.125,0,5,False,12.3,Low
Anticoagulant Therapy,Pharmacology,3,2,"2017,2018",0.125,0,7,False,12.2,Low
Biogenic Amines,Biochemistry,3,2,"2016,2018",0.125,0,7,False,12.2,Low
Bleeding Disorders,Pathology,3,2,"2017,2019",0.125,0,6,False,12.2,Low
Craniovertebral Junction,Anatomy,3,2,"2014,2019",0.125,0,6,False,12.2,Low
E. Coli,Microbiology,3,2,"2016,2020",0.125,0,5,False,12.2,Low
Introduction To Pathology,Pathology,3,2,"2016,2018",0.125,0,7,False,12.2,Low
Laryngeal Pathology,ENT,3,2,"2014,2019",0.125,0,6,False,12.2,Low
Legislation,Community Medicine,3,2,"2017,2018",0.125,0,7,False,12.2,Low
Maternal Mortality Ratio,Community Medicine,3,2,"2014,2019",0.125,0,6,False,12.2,Low
Megaloblastic Anemia,Pathology,3,2,"2013,2020",0.125,0,5,False,12.2,Low
Obstructive Lung Disease,Physiology,3,2,"2014,2019",0.125,0,6,False,12.2,Low
Pelvic Ligaments,OBG,3,2,"2017,2018",0.125,0,7,False,12.2,Low
Penile Cancer,Surgery,3,2,"2013,2020",0.125,0,5,False,12.2,Low
Peripartum Cardiomyopathy,OBG,3,2,"2016,2018",0.125,0,7,False,12.2,Low
Pituitary disorders,Medicine,3,2,"2013,2020",0.125,0,5,False,12.2,Low
Radiation safety,Radiology,3,2,"2016,2020",0.125,0,5,False,12.2,Low
Radiographic Views,Radiology,3,2,"2016,2020",0.125,0,5,False,12.2,Low
Anaesthesia Equipment,Anaesthesia,3,2,"2015,2018",0.125,0,7,False,12.1,Low
Antiemetic drugs,Pharmacology,3,2,"2016,2019",0.125,0,6,False,12.1,Low
Anxiolytics,Pharmacology,3,2,"2013,2019",0.125,0,6,False,12.1,Low
Cancer Staging,Surgery,3,2,"2012,2019",0.125,0,6,False,12.1,Low
Catecholamines,Physiology,3,2,"2015,2021",0.125,0,4,False,12.1,Low
Chronic pancreatitis,Surgery,3,2,"2014,2018",0.125,0,7,False,12.1,Low
Conjunctival disorders,Ophthalmology,3,2,"2012,2019",0.125,0,6,False,12.1,Low
Criminal procedure,Forensic Medicine,3,2,"2013,2019",0.125,0,6,False,12.1,Low
Emphysema,Medicine,3,2,"2015,2019",0.125,0,6,False,12.1,Low
Facial Nerve Palsy,ENT,3,2,"2015,2019",0.125,0,6,False,12.1,Low
Facial nerve palsy,ENT,3,2,"2015,2019",0.125,0,6,False,12.1,Low
Gallstones,Surgery,3,2,"2011,2019",0.125,0,6,False,12.1,Low
Glasgow Coma Scale,Medicine,3,2,"2015,2018",0.125,0,7,False,12.1,Low
History Of Microbiology,Microbiology,3,2,"2016,2018",0.125,0,7,False,12.1,Low
Juvenile Idiopathic Arthritis,Pediatrics,3,2,"2015,2019",0.125,0,6,False,12.1,Low
Liver Transplant,Medicine,3,2,"2016,2019",0.125,0,6,False,12.1,Low
Microangiopathic Hemolytic Anemia,Pathology,3,2,"2016,2019",0.125,0,6,False,12.1,Low
Organ Donation,Medicine,3,2,"2016,2017",0.125,0,8,False,12.1,Low
Prolactinoma,Medicine,3,2,"2016,2018",0.125,0,7,False,12.1,Low
Staphylococcus,Microbiology,3,2,"2014,2023",0.125,0,2,False,12.1,Low
Active Transport,Physiology,3,2,"2015,2016",0.125,0,9,False,12.0,Low
Alopecia,Dermatology,3,2,"2014,2019",0.125,0,6,False,12.0,Low
Amniotic fluid,OBG,3,2,"2014,2019",0.125,0,6,False,12.0,Low
Anticonvulsants,Pharmacology,3,2,"2014,2019",0.125,0,6,False,12.0,Low
Antihelminthic Drugs,Pharmacology,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Antihelminthic drugs,Pharmacology,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Biologic Agents,Pharmacology,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Biologic agents,Pharmacology,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Cardiac muscle,Anatomy,3,2,"2015,2016",0.125,0,9,False,12.0,Low
Copper metabolism,Biochemistry,3,2,"2014,2019",0.125,0,6,False,12.0,Low
Death Certificate,Forensic Medicine,3,2,"2014,2019",0.125,0,6,False,12.0,Low
Dental Eruption,Pediatrics,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Dental eruption,Pediatrics,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Extrapyramidal Side Effects,Pharmacology,3,2,"2014,2020",0.125,0,5,False,12.0,Low
Gerd,Medicine,3,2,"2015,2016",0.125,0,9,False,12.0,Low
Heme Metabolism,Biochemistry,3,2,"2012,2022",0.125,0,3,False,12.0,Low
Inferential Statistics,Community Medicine,3,2,"2010,2019",0.125,0,6,False,12.0,Low
Liver transplantation,Surgery,3,2,"2014,2020",0.125,0,5,False,12.0,Low
Maxillary sinus,ENT,3,2,"2015,2016",0.125,0,9,False,12.0,Low
Medical Ethics and Law,Community Medicine,3,2,"2012,2017",0.125,0,8,False,12.0,Low
Muscle Anatomy,Anatomy,3,2,"2010,2018",0.125,0,7,False,12.0,Low
Neurodegenerative disorders,Medicine,3,2,"2011,2018",0.125,0,7,False,12.0,Low
Occupational Lung Diseases,Medicine,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Opioid withdrawal,Pharmacology,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Pelvic floor,Anatomy,3,2,"2015,2018",0.125,0,7,False,12.0,Low
Ponseti Method,Orthopedics,3,2,"2015,2016",0.125,0,9,False,12.0,Low
Risk factors,Medicine,3,2,"2015,2018",0.125,0,7,False,12.0,Low
Selective Estrogen Receptor Modulators,Pharmacology,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Selective estrogen receptor modulators,Pharmacology,3,2,"2014,2016",0.125,0,9,False,12.0,Low
Semen Detection,Forensic Medicine,3,2,"2014,2018",0.125,0,7,False,12.0,Low
Spermatic Cord,Anatomy,3,2,"2015,2016",0.125,0,9,False,12.0,Low
Spermatic cord,Anatomy,3,2,"2015,2016",0.125,0,9,False,12.0,Low
Triptans,Pharmacology,3,2,"2015,2016",0.125,0,9,False,12.0,Low
Vitamin K,Pediatrics,3,2,"2014,2018",0.125,0,7,False,12.0,Low
Water quality,Community Medicine,3,2,"2015,2018",0.125,0,7,False,12.0,Low
Anti-Tubercular Drugs,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Anticholinesterase Agents,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Anticholinesterase agents,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Antimicrobial Susceptibility Testing,Microbiology,3,2,"2013,2019",0.125,0,6,False,11.9,Low
Antiprotozoal Drugs,Pharmacology,3,2,"2013,2019",0.125,0,6,False,11.9,Low
Autoimmune blistering diseases,Dermatology,3,2,"2012,2019",0.125,0,6,False,11.9,Low
Bilirubin metabolism,Biochemistry,3,2,"2013,2016",0.125,0,9,False,11.9,Low
Cerebrospinal fluid,Physiology,3,2,"2013,2016",0.125,0,9,False,11.9,Low
Delusion,Psychiatry,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Ear pathology,ENT,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Enteric nervous system,Physiology,3,2,"2013,2015",0.125,0,10,False,11.9,Low
Enterococcus,Microbiology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Estrogen,Physiology,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Eustachian Tube,ENT,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Fallopian tube,OBG,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Foot and Ankle,Orthopedics,3,2,"2014,2015",0.125,0,10,False,11.9,Low
HRCT,Radiology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Hematopoiesis,Physiology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Hip,Orthopedics,3,2,"2013,2015",0.125,0,10,False,11.9,Low
Intrauterine Fetal Death,OBG,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Iron Preparations,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Iron preparations,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Kawasaki disease,Pediatrics,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Neoplasms,Pathology,3,2,"2013,2015",0.125,0,10,False,11.9,Low
Neuro-oncology,Pediatrics,3,2,"2012,2020",0.125,0,5,False,11.9,Low
Notochord,Anatomy,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Oral Contraceptives,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Oral Hypoglycemics,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Oral hypoglycemics,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Plasma Cell Neoplasms,Pathology,3,2,"2013,2016",0.125,0,9,False,11.9,Low
Polio,Microbiology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Routes of Administration,Pharmacology,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Shigella,Microbiology,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Social Medicine,Community Medicine,3,2,"2013,2019",0.125,0,6,False,11.9,Low
Stomach,Anatomy,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Thiopentone,Anaesthesia,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Thrombocytopenia,Pathology,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Thyroid Gland,Anatomy,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Tourette Syndrome,Psychiatry,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Tourette syndrome,Psychiatry,3,2,"2014,2015",0.125,0,10,False,11.9,Low
Urethral injuries,Surgery,3,2,"2013,2015",0.125,0,10,False,11.9,Low
Venous drainage,Anatomy,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Vitreous hemorrhage,Ophthalmology,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Xenobiotic Metabolism,Biochemistry,3,2,"2014,2016",0.125,0,9,False,11.9,Low
Acute Scrotum,Surgery,3,2,"2013,2016",0.125,0,9,False,11.8,Low
Acute kidney injury,Medicine,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Alcoholic Liver Disease,Pathology,3,2,"2012,2016",0.125,0,9,False,11.8,Low
Antidepressant Drugs,Pharmacology,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Antidepressant drugs,Pharmacology,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Antimuscarinic drugs,Pharmacology,3,2,"2013,2015",0.125,0,10,False,11.8,Low
Appetite Regulation,Physiology,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Arteriosclerosis,Pathology,3,2,"2012,2014",0.125,0,11,False,11.8,Low
Attention Deficit Hyperactivity Disorder,Psychiatry,3,2,"2013,2015",0.125,0,10,False,11.8,Low
Behavioral Therapy,Psychiatry,3,2,"2012,2016",0.125,0,9,False,11.8,Low
Bone Diseases,Radiology,3,2,"2013,2015",0.125,0,10,False,11.8,Low
Bone pathology,Pathology,3,2,"2013,2015",0.125,0,10,False,11.8,Low
CSF leak,Radiology,3,2,"2010,2015",0.125,0,10,False,11.8,Low
Calcium Channel Blockers,Pharmacology,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Cardiac Output,Physiology,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Clostridium,Microbiology,3,2,"2012,2014",0.125,0,11,False,11.8,Low
Disability,Community Medicine,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Enuresis,Pediatrics,3,2,"2013,2015",0.125,0,10,False,11.8,Low
Febrile Seizures,Pediatrics,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Fluid and electrolyte balance,Medicine,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Foot deformities,Orthopedics,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Genetic counseling,Community Medicine,3,2,"2012,2016",0.125,0,9,False,11.8,Low
Head and Neck Neoplasms,ENT,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Insulin therapy,Pharmacology,3,2,"2012,2014",0.125,0,11,False,11.8,Low
Lacrimal System,Ophthalmology,3,2,"2013,2015",0.125,0,10,False,11.8,Low
Levels of Prevention,Community Medicine,3,2,"2012,2014",0.125,0,11,False,11.8,Low
Minerals,Biochemistry,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Myelodysplastic Syndromes,Pathology,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Neck Injuries,Forensic Medicine,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Nerve Physiology,Physiology,3,2,"2012,2018",0.125,0,7,False,11.8,Low
Neuroblastoma,Pediatrics,3,2,"2012,2015",0.125,0,10,False,11.8,Low
Obsessive Compulsive Disorder,Psychiatry,3,2,"2012,2014",0.125,0,11,False,11.8,Low
Prenatal screening,OBG,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Prevention,Community Medicine,3,2,"2012,2014",0.125,0,11,False,11.8,Low
Progestins,Pharmacology,3,2,"2012,2016",0.125,0,9,False,11.8,Low
Radiation Hazards,Community Medicine,3,2,"2012,2016",0.125,0,9,False,11.8,Low
Rotator Cuff,Orthopedics,3,2,"2010,2016",0.125,0,9,False,11.8,Low
Skeletal System,Anatomy,3,2,"2013,2016",0.125,0,9,False,11.8,Low
Sleep Apnea,ENT,3,2,"2013,2014",0.125,0,11,False,11.8,Low
Trichotillomania,Psychiatry,3,2,"2013,2015",0.125,0,10,False,11.8,Low
Tympanic Membrane,ENT,3,2,"2013,2016",0.125,0,9,False,11.8,Low
Vesiculobullous Diseases,Dermatology,3,2,"2013,2015",0.125,0,10,False,11.8,Low
Vesiculobullous diseases,Dermatology,3,2,"2013,2015",0.125,0,10,False,11.8,Low
Adrenergic blockers,Pharmacology,3,2,"2012,2013",0.125,0,12,False,11.7,Low
Embolism,Forensic Medicine,3,2,"2012,2014",0.125,0,11,False,11.7,Low
Exercise Physiology,Physiology,3,2,"2012,2013",0.125,0,12,False,11.7,Low
Hand anatomy,Anatomy,3,2,"2012,2013",0.125,0,12,False,11.7,Low
Hanging,Forensic Medicine,3,2,"2012,2014",0.125,0,11,False,11.7,Low
Imaging Physics,Radiology,3,2,"2012,2014",0.125,0,11,False,11.7,Low
Liver Abscess,Medicine,3,2,"2011,2014",0.125,0,11,False,11.7,Low
Liver Transplantation,Surgery,3,2,"2010,2014",0.125,0,11,False,11.7,Low
Neurocutaneous syndromes,Pathology,3,2,"2012,2013",0.125,0,12,False,11.7,Low
Ocular surface,Ophthalmology,3,2,"2012,2013",0.125,0,12,False,11.7,Low
Optic nerve disorders,Ophthalmology,3,2,"2012,2013",0.125,0,12,False,11.7,Low
Seizures,Pediatrics,3,2,"2012,2014",0.125,0,11,False,11.7,Low
Strangulation,Forensic Medicine,3,2,"2012,2013",0.125,0,12,False,11.7,Low
Vital Statistics,Community Medicine,3,2,"2012,2015",0.125,0,10,False,11.7,Low
Cesarean section,OBG,3,2,"2012,2013",0.125,0,12,False,11.6,Low
